batch_no,question_code,option_code,option_label,option_content,is_correct,sort_no
20260513-batch-real-001,Q-CQA-0048,B,B,上行链路中断,1,20
20260513-batch-real-001,Q-CQA-0048,C,C,传感器故障,0,30
20260513-batch-real-001,Q-CQA-0049,A,A,最大位置,0,10
20260513-batch-real-001,Q-CQA-0049,B,B,中间略上,1,20
20260513-batch-real-001,Q-CQA-0049,C,C,最小位置,0,30
20260513-batch-real-001,Q-CQA-0050,A,A,“悟 ”,1,10
20260513-batch-real-001,Q-CQA-0050,B,B,“经纬 M600”,0,20
20260513-batch-real-001,Q-CQA-0050,C,C,“MAVIC”,0,30
20260513-batch-real-001,Q-CQA-0051,A,A,效率更高,0,10
20260513-batch-real-001,Q-CQA-0051,B,B,产生更大升力,0,20
20260513-batch-real-001,Q-CQA-0051,C,C,抵消反扭矩,1,30
20260513-batch-real-001,Q-CQA-0052,A,A,6 个，横轴,0,10
20260513-batch-real-001,Q-CQA-0052,B,B,6 个，纵轴,1,20
20260513-batch-real-001,Q-CQA-0052,C,C,3 个，横轴,0,30
20260513-batch-real-001,Q-CQA-0053,A,A,飞控、电调、电机、螺旋桨、机架、接收机,1,10
20260513-batch-real-001,Q-CQA-0053,B,B,飞控、电调、电机、螺旋桨、机架、倾斜盘,0,20
20260513-batch-real-001,Q-CQA-0053,C,C,飞控、电调、电机、螺旋桨、机架、遥控器,0,30
20260513-batch-real-001,Q-CQA-0054,A,A,GPS 接收天线安装在机腹,0,10
20260513-batch-real-001,Q-CQA-0054,B,B,数传天线布置于机腹,1,20
20260513-batch-real-001,Q-CQA-0054,C,C,数传天线、图传天线尽量靠近布置,0,30
20260513-batch-real-001,Q-CQA-0055,A,A,正确,0,10
20260513-batch-real-001,Q-CQA-0055,B,B,不正确,0,20
20260513-batch-real-001,Q-CQA-0055,C,C,不一定,1,30
20260513-batch-real-001,Q-CQA-0056,A,A,抵消反扭矩,1,10
20260513-batch-real-001,Q-CQA-0056,B,B,收起起落架,0,20
20260513-batch-real-001,Q-CQA-0056,C,C,改变旋翼螺距,0,30
20260513-batch-real-001,Q-CQA-0057,A,A,2 米/秒,1,10
20260513-batch-real-001,Q-CQA-0057,B,B,5 米/秒,0,20
20260513-batch-real-001,Q-CQA-0057,C,C,8 米/秒,0,30
20260513-batch-real-001,Q-CQA-0058,A,A,—直增大,0,10
20260513-batch-real-001,Q-CQA-0058,B,B,—直减小,0,20
20260513-batch-real-001,Q-CQA-0058,C,C,先减小后增大,1,30
20260513-batch-real-001,Q-CQA-0059,A,A,3 个,1,10
20260513-batch-real-001,Q-CQA-0059,B,B,2 个,0,20
20260513-batch-real-001,Q-CQA-0059,C,C,1 个,0,30
20260513-batch-real-001,Q-CQA-0060,A,A,抵消反扭矩,0,10
20260513-batch-real-001,Q-CQA-0060,B,B,改变航向,0,20
20260513-batch-real-001,Q-CQA-0060,C,C,减少噪声,1,30
20260513-batch-real-001,Q-CQA-0061,A,A,上下旋翼转速,0,10
20260513-batch-real-001,Q-CQA-0061,B,B,上下旋翼桨距,1,20
20260513-batch-real-001,Q-CQA-0061,C,C,倾斜盘倾斜方向,0,30
20260513-batch-real-001,Q-CQA-0062,A,A,旋翼系统，传动系统，发动机，尾桨系统,1,10
20260513-batch-real-001,Q-CQA-0062,B,B,旋翼系统，传动系统，发动机，尾翼,0,20
20260513-batch-real-001,Q-CQA-0062,C,C,旋翼系统，传动系统，发动机，副翼,0,30
20260513-batch-real-001,Q-CQA-0063,A,A,直升机的主轴后处,0,10
20260513-batch-real-001,Q-CQA-0063,B,B,直升机的主轴前处,1,20
20260513-batch-real-001,Q-CQA-0063,C,C,直升机的发动机处,0,30
20260513-batch-real-001,Q-CQA-0064,A,A,铰接式旋翼星形柔性桨毂旋翼,0,10
20260513-batch-real-001,Q-CQA-0064,B,B,无铰式旋翼万向接头式旋翼,0,20
20260513-batch-real-001,Q-CQA-0064,C,C,以上都是,1,30
20260513-batch-real-001,Q-CQA-0065,A,A,四旋翼飞行器,0,10
20260513-batch-real-001,Q-CQA-0065,B,B,倾转旋翼机,1,20
20260513-batch-real-001,Q-CQA-0065,C,C,共轴直升机,0,30
20260513-batch-real-001,Q-CQA-0066,A,A,“无轴承 ”式,0,10
20260513-batch-real-001,Q-CQA-0066,B,B,多叶铰接式多叶万向接头式,0,20
20260513-batch-real-001,Q-CQA-0066,C,C,以上都是,1,30
20260513-batch-real-001,Q-CQA-0067,A,A,增加转速，增大桨距,0,10
20260513-batch-real-001,Q-CQA-0067,B,B,增加转速，减小桨距,1,20
20260513-batch-real-001,Q-CQA-0067,C,C,减小转速，增大桨距,0,30
20260513-batch-real-001,Q-CQA-0068,A,A,电子陀螺仪,1,10
20260513-batch-real-001,Q-CQA-0068,B,B,机械陀螺仪,0,20
20260513-batch-real-001,Q-CQA-0068,C,C,副翼,0,30
20260513-batch-real-001,Q-CQA-0069,A,A,6 个,0,10
20260513-batch-real-001,Q-CQA-0069,B,B,5 个,0,20
20260513-batch-real-001,Q-CQA-0069,C,C,4 个,1,30
20260513-batch-real-001,Q-CQA-0070,A,A,继续飞行、会自动连接,0,10
20260513-batch-real-001,Q-CQA-0070,B,B,暂停飞行、尝试重新连接、点击原地悬停,0,20
20260513-batch-real-001,Q-CQA-0070,C,C,暂停飞行、尝试重新连接、点击一键返航,1,30
20260513-batch-real-001,Q-CQA-0071,A,A,势能换动能，打负总距，使旋翼高速下降，在离地面数米高度时，将总距变最大，迅速制止快速下沉，缓慢着陆,1,10
20260513-batch-real-001,Q-CQA-0071,B,B,无法安全降落，让其坠落在人员稀少的地方,0,20
20260513-batch-real-001,Q-CQA-0071,C,C,开启降落伞,0,30
20260513-batch-real-001,Q-CQA-0072,A,A,继续保持原来飞行姿态,0,10
20260513-batch-real-001,Q-CQA-0072,B,B,自旋,1,20
20260513-batch-real-001,Q-CQA-0072,C,C,自旋几圏后恢复到原来飞行姿态,0,30
20260513-batch-real-001,Q-CQA-0073,A,A,检查上行链路设备恢复通信,1,10
20260513-batch-real-001,Q-CQA-0073,B,B,继续飞行、会自动连接,0,20
20260513-batch-real-001,Q-CQA-0073,C,C,暂停飞行、尝试重新连接、点击一键返航,0,30
20260513-batch-real-001,Q-CQA-0074,A,A,利用旋翼旋转安全降落,0,10
20260513-batch-real-001,Q-CQA-0074,B,B,有伞开伞,1,20
20260513-batch-real-001,Q-CQA-0074,C,C,坠落在任意地方,0,30
20260513-batch-real-001,Q-CQA-0075,A,A,遥控器电力不足,0,10
20260513-batch-real-001,Q-CQA-0075,B,B,磁场干扰,0,20
20260513-batch-real-001,Q-CQA-0075,C,C,动力电池电量不够,1,30
20260513-batch-real-001,Q-CQA-0076,A,A,①②③④⑤,1,10
20260513-batch-real-001,Q-CQA-0076,B,B,②③④⑤,0,20
20260513-batch-real-001,Q-CQA-0076,C,C,①②③④,0,30
20260513-batch-real-001,Q-CQA-0077,A,A,输入端,0,10
20260513-batch-real-001,Q-CQA-0077,B,B,输出端,1,20
20260513-batch-real-001,Q-CQA-0077,C,C,不用检查,0,30
20260513-batch-real-001,Q-CQA-0078,A,A,GPS,0,10
20260513-batch-real-001,Q-CQA-0078,B,B,磁罗盘,0,20
20260513-batch-real-001,Q-CQA-0078,C,C,气压计,1,30
20260513-batch-real-001,Q-CQA-0079,A,A,①②③,0,10
20260513-batch-real-001,Q-CQA-0079,B,B,②③④,0,20
20260513-batch-real-001,Q-CQA-0079,C,C,①②③④,1,30
20260513-batch-real-001,Q-CQA-0080,A,A,角速度计故障,1,10
20260513-batch-real-001,Q-CQA-0080,B,B,动力系统故障,0,20
20260513-batch-real-001,Q-CQA-0080,C,C,高度传感器故障、,0,30
20260513-batch-real-001,Q-CQA-0081,A,A,地面遥控发射机遥控信号（一般为 90 度布置的两个小鞭状天线）,0,10
20260513-batch-real-001,Q-CQA-0081,B,B,GPS 卫星位置信号（一般为顶端蘑菇头）,0,20
20260513-batch-real-001,Q-CQA-0081,C,C,GPS 天线一般为定向天线，位于机体下方,1,30
20260513-batch-real-001,Q-CQA-0082,A,A,飞控 PID 调节中 I 积分系数,0,10
20260513-batch-real-001,Q-CQA-0082,B,B,飞控 PID 调节中的比例 P 的系数,1,20
20260513-batch-real-001,Q-CQA-0082,C,C,飞控 PID 调节中D 微分系数,0,30
20260513-batch-real-001,Q-CQA-0083,A,A,桨尖线速度减小,1,10
20260513-batch-real-001,Q-CQA-0083,B,B,桨尖线速度变大,0,20
20260513-batch-real-001,Q-CQA-0083,C,C,桨尖线速度不变,0,30
20260513-batch-real-001,Q-CQA-0084,A,A,上行链路、下行链路、上下行链路并存,1,10
20260513-batch-real-001,Q-CQA-0084,B,B,上行链路、下行链路、上行链路,0,20
20260513-batch-real-001,Q-CQA-0084,C,C,上行链路、下行链路、下行链路,0,30
20260513-batch-real-001,Q-CQA-0085,A,A,无论何时，空速+风速=地速,1,10
20260513-batch-real-001,Q-CQA-0085,B,B,正侧风时，空速=地速,0,20
20260513-batch-real-001,Q-CQA-0085,C,C,逆风时，空速<地速,0,30
20260513-batch-real-001,Q-CQA-0086,A,A,16A,0,10
20260513-batch-real-001,Q-CQA-0086,B,B,96A,1,20
20260513-batch-real-001,Q-CQA-0086,C,C,48A,0,30
20260513-batch-real-001,Q-CQA-0087,A,A,桨叶直径 10in，螺距 45in，顺时针旋转的螺旋桨,0,10
20260513-batch-real-001,Q-CQA-0087,B,B,桨叶直径 10mm，螺距 4.5mm，逆时针旋转的螺旋桨,0,20
20260513-batch-real-001,Q-CQA-0087,C,C,A.桨叶直径 10in，螺距 4.5in，逆时针旋转的螺旋桨,1,30
20260513-batch-real-001,Q-CQA-0088,A,A,飞控参与外回路,0,10
20260513-batch-real-001,Q-CQA-0088,B,B,飞控参与内回路,1,20
20260513-batch-real-001,Q-CQA-0088,C,C,内外回路均参与,0,30
20260513-batch-real-001,Q-CQA-0089,A,A,姿态和位置都管,0,10
20260513-batch-real-001,Q-CQA-0089,B,B,位置,0,20
20260513-batch-real-001,Q-CQA-0089,C,C,位置修正量,1,30
20260513-batch-real-001,Q-CQA-0090,A,A,势能换动能，低头俯冲,0,10
20260513-batch-real-001,Q-CQA-0090,B,B,保持略大于平飞速度的速度建立航线飞回本场或迫降无人区,1,20
20260513-batch-real-001,Q-CQA-0090,C,C,仅剩的动能转换势能，保持上仰姿态与安全高度,0,30
20260513-batch-real-001,Q-CQA-0091,A,A,OSD——5.8G 图传——电机,0,10
20260513-batch-real-001,Q-CQA-0091,B,B,电机——电子调速器——飞控——数传电台,1,20
20260513-batch-real-001,Q-CQA-0091,C,C,电机——电子调速器——数传电台——飞控,0,30
20260513-batch-real-001,Q-CQA-0092,A,A,20%          3.2V,0,10
20260513-batch-real-001,Q-CQA-0092,B,B,40%—50%        3.8V,1,20
20260513-batch-real-001,Q-CQA-0092,C,C,80%          4.7V,0,30
20260513-batch-real-001,Q-CQA-0093,A,A,舵机反向,1,10
20260513-batch-real-001,Q-CQA-0093,B,B,舵机行程,0,20
20260513-batch-real-001,Q-CQA-0093,C,C,可调比率,0,30
20260513-batch-real-001,Q-CQA-0094,A,A,电调与电池的连线对换,0,10
20260513-batch-real-001,Q-CQA-0094,B,B,电调与电机的连线 3 根中任意调换2 根,1,20
20260513-batch-real-001,Q-CQA-0094,C,C,电机与飞控的连线进行对换,0,30
20260513-batch-real-001,Q-CQA-0095,A,A,传感器、姿态和加速度,0,10
20260513-batch-real-001,Q-CQA-0095,B,B,位置、高度与地速,1,20
20260513-batch-real-001,Q-CQA-0095,C,C,经纬度、高度与空速,0,30
20260513-batch-real-001,Q-CQA-0096,A,A,人工修正模式下，飞控内外回路都参与工作,0,10
20260513-batch-real-001,Q-CQA-0096,B,B,舵面遥控模式下，飞控内外回路都不参与工作,0,20
20260513-batch-real-001,Q-CQA-0096,C,C,姿态遥控模式下，飞控内回路不参与工作，外回路参与工作提供位置信息,1,30
20260513-batch-real-001,Q-CQA-0097,A,A,ELE      AIL      RUD        THR,1,10
20260513-batch-real-001,Q-CQA-0097,B,B,ELE      THR      RUD        AIL,0,20
20260513-batch-real-001,Q-CQA-0097,C,C,RUD      AIL      ELE        THR,0,30
20260513-batch-real-001,Q-CQA-0098,A,A,温度传感器，大气湿度传感器,1,10
20260513-batch-real-001,Q-CQA-0098,B,B,无线电高度表，超声波传感器,0,20
20260513-batch-real-001,Q-CQA-0098,C,C,GPS、气压计,0,30
20260513-batch-real-001,Q-CQA-0099,A,A,上行链路、下行链路、下行链路、上行链路,1,10
20260513-batch-real-001,Q-CQA-0099,B,B,上行链路、上行链路、下行链路、下行链路,0,20
20260513-batch-real-001,Q-CQA-0099,C,C,下行链路、上行链路、下行链路、上行链路,0,30
20260513-batch-real-001,Q-CQA-0100,A,A,遥控器、无人机、地面站,0,10
20260513-batch-real-001,Q-CQA-0100,B,B,地面站、遥控器、无人机,1,20
20260513-batch-real-001,Q-CQA-0100,C,C,无人机、地面站、遥控器,0,30
20260513-batch-real-001,Q-CQA-0101,A,A,Conditin,0,10
20260513-batch-real-001,Q-CQA-0101,B,B,Functin,1,20
20260513-batch-real-001,Q-CQA-0101,C,C,End Point,0,30
20260513-batch-real-001,Q-CQA-0102,A,A,翼型相对厚度越大，相对弯度就越大，则产生的升力就越大,0,10
20260513-batch-real-001,Q-CQA-0102,B,B,翼型中弧线的最高点距离弦线的最大距离与翼弦长的比值称为相对弯度,1,20
20260513-batch-real-001,Q-CQA-0102,C,C,翼型上下表面垂直于翼弦的距离最长的距离值称为相对厚度,0,30
20260513-batch-real-001,Q-CQA-0103,A,A,"定子线圈直径22mm,定子线圈高度8mm,每伏特电压能达到的每分钟转速为1000转",1,10
20260513-batch-real-001,Q-CQA-0103,B,B,定子线圈直径22英寸，定子线圈高度8英寸，每伏特电压能达到的每分钟转速为1000转,0,20
20260513-batch-real-001,Q-CQA-0103,C,C,定子线圈直径22英寸，定子线圈高度8英寸，每分钟转速为1000转,0,30
20260513-batch-real-001,Q-CQA-0104,A,A,由于能量守恒定律，同一流管内横截面积大的地方静压更小,0,10
20260513-batch-real-001,Q-CQA-0104,B,B,由于能量守恒定律，同一流管内流速快的地方静压小,1,20
20260513-batch-real-001,Q-CQA-0104,C,C,由于能量守恒定律，同一流管内流速快的地方静压大,0,30
20260513-batch-real-001,Q-CQA-0105,A,A,①②③④,0,10
20260513-batch-real-001,Q-CQA-0105,B,B,①②⑤⑥,0,20
20260513-batch-real-001,Q-CQA-0105,C,C,①③⑤⑥,1,30
20260513-batch-real-001,Q-CQA-0106,A,A,机翼迎角超过临界迎角，导致升力急剧降低的飞行状态称为失速,0,10
20260513-batch-real-001,Q-CQA-0106,B,B,直升机前飞速度过快，可能导致后行旋翼出现失速,0,20
20260513-batch-real-001,Q-CQA-0106,C,C,失速会导致升力系数急剧减小，阻力系数缓慢减小,1,30
20260513-batch-real-001,Q-CQA-0107,A,A,在最小阻力迎角下飞行，可以获得最大的升阻比,0,10
20260513-batch-real-001,Q-CQA-0107,B,B,载荷因数与升阻比成正比,1,20
20260513-batch-real-001,Q-CQA-0107,C,C,升力与重力的比值称为载荷因数,0,30
20260513-batch-real-001,Q-CQA-0108,A,A,Cy升力系数，p飞机密度，1/2常数，V是真空速，s机体迎风面积,0,10
20260513-batch-real-001,Q-CQA-0108,B,B,Cy升力系数，p是运行环境大气密度，v是真空速，s是机翼面积,1,20
20260513-batch-real-001,Q-CQA-0108,C,C,Cy升力系数，p是运行环境大气密度，v是地速，s是机体迎风面面积,0,30
20260513-batch-real-001,Q-CQA-0109,A,A,电机一一电子调速器一一飞控一一数传电台,1,10
20260513-batch-real-001,Q-CQA-0109,B,B,电机一一电子调速器一一数传电台一一飞控,0,20
20260513-batch-real-001,Q-CQA-0109,C,C,.0SD一一5.8G图传一一电机,0,30
20260513-batch-real-001,Q-CQA-0110,A,A,无记忆效应,0,10
20260513-batch-real-001,Q-CQA-0110,B,B,标称电压一般为3.7V,0,20
20260513-batch-real-001,Q-CQA-0110,C,C,充满电压一般为4.7V,1,30
20260513-batch-real-001,Q-CQA-0111,A,A,遥控器油门保持中间略上位置,0,10
20260513-batch-real-001,Q-CQA-0111,B,B,接地瞬间前将油门收至最小,1,20
20260513-batch-real-001,Q-CQA-0111,C,C,始终保持油门最大位置试图恢复动力,0,30
20260513-batch-real-001,Q-CQA-0112,A,A,燃油机油混合比适当减小,0,10
20260513-batch-real-001,Q-CQA-0112,B,B,燃油机油混合比适当增大,1,20
20260513-batch-real-001,Q-CQA-0112,C,C,燃油机油混合比不变,0,30
20260513-batch-real-001,Q-CQA-0113,A,A,机体轴左边螺旋桨加速，右边螺旋桨减速,0,10
20260513-batch-real-001,Q-CQA-0113,B,B,逆时针桨加速，顺时针桨减速,1,20
20260513-batch-real-001,Q-CQA-0113,C,C,逆时针桨减速，顺时针桨加速,0,30
20260513-batch-real-001,Q-CQA-0114,A,A,1035,0,10
20260513-batch-real-001,Q-CQA-0114,B,B,1835,1,20
20260513-batch-real-001,Q-CQA-0114,C,C,1855,0,30
20260513-batch-real-001,Q-CQA-0115,A,A,滑翔机为了减小诱导阻力，常将机翼设计成又长又窄的高展弦比机翼,0,10
20260513-batch-real-001,Q-CQA-0115,B,B,飞行速度越快，诱导阻力越小,0,20
20260513-batch-real-001,Q-CQA-0115,C,C,有的机翼上加装了翼梢小翼，目的是增强气流的下洗以增大升力，从而减小诱导阻力,1,30
20260513-batch-real-001,Q-CQA-0116,A,A,定子线圈直径为 22 英寸，定子线圈高度为 8 英寸，每分钟转数为 100 转,0,10
20260513-batch-real-001,Q-CQA-0116,B,B,定子线圈直径为 22 毫米，定子线圈高度为 8 毫米，.每伏特电压能达到一分钟 100 转,1,20
20260513-batch-real-001,Q-CQA-0116,C,C,定子线圈直径为 22 英寸，定子线圈高度为 8 英寸，每伏特电压能达到一分钟 100 转,0,30
20260513-batch-real-001,Q-CQA-0117,A,A,5:电源；电机,0,10
20260513-batch-real-001,Q-CQA-0117,B,B,7或8；电源；电机,0,20
20260513-batch-real-001,Q-CQA-0117,C,C,7或8；电源；飞控,1,30
20260513-batch-real-001,Q-CQA-0118,A,A,220A*25C,0,10
20260513-batch-real-001,Q-CQA-0118,B,B,22000A*25C,0,20
20260513-batch-real-001,Q-CQA-0118,C,C,22A*25C,1,30
20260513-batch-real-001,Q-CQA-0119,A,A,15C充电,0,10
20260513-batch-real-001,Q-CQA-0119,B,B,15C放电,1,20
20260513-batch-real-001,Q-CQA-0119,C,C,15C充放电,0,30
20260513-batch-real-001,Q-CQA-0120,A,A,四轴飞行时间短，效率高。八轴更稳,0,10
20260513-batch-real-001,Q-CQA-0120,B,B,四轴飞行时间久，效率高。八轴更稳,1,20
20260513-batch-real-001,Q-CQA-0120,C,C,八轴飞行时间久，效率高。四轴更稳,0,30
20260513-batch-real-001,Q-CQA-0121,A,A,自动悬停,0,10
20260513-batch-real-001,Q-CQA-0121,B,B,降高度,0,20
20260513-batch-real-001,Q-CQA-0121,C,C,升高度,1,30
20260513-batch-real-001,Q-CQA-0122,A,A,202W,0,10
20260513-batch-real-001,Q-CQA-0122,B,B,504w,1,20
20260513-batch-real-001,Q-CQA-0122,C,C,404W,0,30
20260513-batch-real-001,Q-CQA-0123,A,A,二分之一小时,1,10
20260513-batch-real-001,Q-CQA-0123,B,B,一小时,0,20
20260513-batch-real-001,Q-CQA-0123,C,C,三分之一小时,0,30
20260513-batch-real-001,Q-CQA-0124,A,A,迅速收油门,0,10
20260513-batch-real-001,Q-CQA-0124,B,B,开伞迫降,1,20
20260513-batch-real-001,Q-CQA-0124,C,C,自动返航,0,30
20260513-batch-real-001,Q-CQA-0125,A,A,3.8V,0,10
20260513-batch-real-001,Q-CQA-0125,B,B,3.85V,1,20
20260513-batch-real-001,Q-CQA-0125,C,C,3.75V,0,30
20260513-batch-real-001,Q-CQA-0126,A,A,对角电机之间的直径距离为1.1米,1,10
20260513-batch-real-001,Q-CQA-0126,B,B,相邻电机之间的直径距离为1.1米,0,20
20260513-batch-real-001,Q-CQA-0126,C,C,对角电机之间的半径距离为1.1米,0,30
20260513-batch-real-001,Q-CQA-0127,A,A,25分钟,0,10
20260513-batch-real-001,Q-CQA-0127,B,B,24分钟,1,20
20260513-batch-real-001,Q-CQA-0127,C,C,26分钟,0,30
20260513-batch-real-001,Q-CQA-0128,A,A,GPS天线要高出机体竖直向上，WIFI模块天线要垂直向上，接收机两根天线互相垂直,0,10
20260513-batch-real-001,Q-CQA-0128,B,B,GPS天线要高出机体竖直向上，WIFI模块天线要垂直向下，接收机两根天线互相垂直,1,20
20260513-batch-real-001,Q-CQA-0128,C,C,GPS天线要低出机体竖直向下，WIFI模块天线要垂直向下，接收机两根天线互相垂直,0,30
20260513-batch-real-001,Q-CQA-0129,A,A,电调的额定电压要比电机的最大电流高,0,10
20260513-batch-real-001,Q-CQA-0129,B,B,电调的额定电流要比电机的最大电流底,0,20
20260513-batch-real-001,Q-CQA-0129,C,C,电调的额定电流要比电机的最大电流高,1,30
20260513-batch-real-001,Q-CQA-0130,A,A,冬天要高于夏天。冬天温度低，锂离子活性变低，持续放电时间短,1,10
20260513-batch-real-001,Q-CQA-0130,B,B,冬天要低于夏天。冬天温度低，锂离子活性变低，持续放电时间短,0,20
20260513-batch-real-001,Q-CQA-0130,C,C,冬天要高于夏天。冬天温度低，锂离子活性变高，持续放电时间,0,30
20260513-batch-real-001,Q-CQA-0131,A,A,重心,0,10
20260513-batch-real-001,Q-CQA-0131,B,B,紧固件,1,20
20260513-batch-real-001,Q-CQA-0131,C,C,电压,0,30
20260513-batch-real-001,Q-CQA-0132,A,A,转子直径，转子高度，kv值功率W,0,10
20260513-batch-real-001,Q-CQA-0132,B,B,定子直径，转子高度，kv值功率W,0,20
20260513-batch-real-001,Q-CQA-0132,C,C,定子直径，定子高度，kv值功率W,1,30
20260513-batch-real-001,Q-CQA-0133,A,A,1.0C,0,10
20260513-batch-real-001,Q-CQA-0133,B,B,0.1C,1,20
20260513-batch-real-001,Q-CQA-0133,C,C,10C,0,30
20260513-batch-real-001,Q-CQA-0134,A,A,电池（两根动力线），电调（八根线），电机（两根线）,0,10
20260513-batch-real-001,Q-CQA-0134,B,B,电池（两根动力线），电调（八根线），电机（三根线）,1,20
20260513-batch-real-001,Q-CQA-0134,C,C,电池（两根动力线），电调（三根线），电机（三根线）,0,30
20260513-batch-real-001,Q-CQA-0135,A,A,靠近重心安装,1,10
20260513-batch-real-001,Q-CQA-0135,B,B,尽量向下远离重心位置安装,0,20
20260513-batch-real-001,Q-CQA-0135,C,C,尽量向上远离重心位置安装,0,30
20260513-batch-real-001,Q-CQA-0136,A,A,2.54厘米,1,10
20260513-batch-real-001,Q-CQA-0136,B,B,25.4厘米,0,20
20260513-batch-real-001,Q-CQA-0136,C,C,254厘米,0,30
20260513-batch-real-001,Q-CQA-0137,A,A,直径，螺距，材料,0,10
20260513-batch-real-001,Q-CQA-0137,B,B,直径，螺距，桨叶数,0,20
20260513-batch-real-001,Q-CQA-0137,C,C,直径，螺距，桨叶数、材料,1,30
20260513-batch-real-001,Q-CQA-0138,A,A,中间,0,10
20260513-batch-real-001,Q-CQA-0138,B,B,上面,1,20
20260513-batch-real-001,Q-CQA-0138,C,C,下面,0,30
20260513-batch-real-001,Q-CQA-0139,A,A,螺距、正桨,0,10
20260513-batch-real-001,Q-CQA-0139,B,B,螺距、反桨,1,20
20260513-batch-real-001,Q-CQA-0139,C,C,直径、反桨,0,30
20260513-batch-real-001,Q-CQA-0140,A,A,速度,0,10
20260513-batch-real-001,Q-CQA-0140,B,B,高度,1,20
20260513-batch-real-001,Q-CQA-0140,C,C,温度,0,30
20260513-batch-real-001,Q-CQA-0141,A,A,高转速,1,10
20260513-batch-real-001,Q-CQA-0141,B,B,都可以,0,20
20260513-batch-real-001,Q-CQA-0141,C,C,高扭矩,0,30
20260513-batch-real-001,Q-CQA-0142,A,A,前后飞行时，飞机会产生倾斜角，导致升力垂直分量不足以抵消重力，所以需要适量减小油门,0,10
20260513-batch-real-001,Q-CQA-0142,B,B,前后飞行时，飞机会产生倾斜角，导致升力垂直分量不足以抵消重力，所以需要适量增加油门,1,20
20260513-batch-real-001,Q-CQA-0142,C,C,前后飞行时，飞机会产生倾斜角，导致升力水平分量不足以抵消重力，所以需要适量增加油门,0,30
20260513-batch-real-001,Q-CQA-0143,A,A,电压：12.6V容量：24000mah,1,10
20260513-batch-real-001,Q-CQA-0143,B,B,电压：12.6V容量：6000mah,0,20
20260513-batch-real-001,Q-CQA-0143,C,C,电压：11.1V容量：24000mah,0,30
20260513-batch-real-001,Q-CQA-0144,A,A,18,0,10
20260513-batch-real-001,Q-CQA-0144,B,B,12,0,20
20260513-batch-real-001,Q-CQA-0144,C,C,24,1,30
20260513-batch-real-001,Q-CQA-0145,A,A,卸下螺旋桨,1,10
20260513-batch-real-001,Q-CQA-0145,B,B,卸下电机,0,20
20260513-batch-real-001,Q-CQA-0145,C,C,不接动力电,0,30
20260513-batch-real-001,Q-CQA-0146,A,A,1050,1,10
20260513-batch-real-001,Q-CQA-0146,B,B,25*13,0,20
20260513-batch-real-001,Q-CQA-0146,C,C,10*50,0,30
20260513-batch-real-001,Q-CQA-0147,A,A,融合空域的VI级无人机,1,10
20260513-batch-real-001,Q-CQA-0147,B,B,融合空域的Ⅳ级无人机,0,20
20260513-batch-real-001,Q-CQA-0147,C,C,管制空域,0,30
20260513-batch-real-001,Q-CQA-0148,A,A,1小时,0,10
20260513-batch-real-001,Q-CQA-0148,B,B,2小时,0,20
20260513-batch-real-001,Q-CQA-0148,C,C,0.5小时,1,30
20260513-batch-real-001,Q-CQA-0149,A,A,可以,0,10
20260513-batch-real-001,Q-CQA-0149,B,B,不可以,0,20
20260513-batch-real-001,Q-CQA-0149,C,C,可以，但需要加个矢量舵机,1,30
20260513-batch-real-001,Q-CQA-0150,A,A,进气口,1,10
20260513-batch-real-001,Q-CQA-0150,B,B,点火位置,0,20
20260513-batch-real-001,Q-CQA-0150,C,C,排气口,0,30
20260513-batch-real-001,Q-CQA-0151,A,A,高直径,0,10
20260513-batch-real-001,Q-CQA-0151,B,B,高转速,1,20
20260513-batch-real-001,Q-CQA-0151,C,C,高扭矩,0,30
20260513-batch-real-001,Q-CQA-0152,A,A,匀速,1,10
20260513-batch-real-001,Q-CQA-0152,B,B,高速,0,20
20260513-batch-real-001,Q-CQA-0152,C,C,底速,0,30
20260513-batch-real-001,Q-CQA-0153,A,A,电流,0,10
20260513-batch-real-001,Q-CQA-0153,B,B,电压,1,20
20260513-batch-real-001,Q-CQA-0153,C,C,功率,0,30
20260513-batch-real-001,Q-CQA-0154,A,A,5048,0,10
20260513-batch-real-001,Q-CQA-0154,B,B,7015,1,20
20260513-batch-real-001,Q-CQA-0154,C,C,都适合,0,30
20260513-batch-real-001,Q-CQA-0155,A,A,飞控GPS,0,10
20260513-batch-real-001,Q-CQA-0155,B,B,WIFI模块电台,1,20
20260513-batch-real-001,Q-CQA-0155,C,C,接收机遥控器,0,30
20260513-batch-real-001,Q-CQA-0156,A,A,灵活15*5三叶、最省17*6两叶,1,10
20260513-batch-real-001,Q-CQA-0156,B,B,灵活16*8两叶、最省17*6两叶,0,20
20260513-batch-real-001,Q-CQA-0156,C,C,灵活15*5三叶、最省16*8两叶,0,30
20260513-batch-real-001,Q-CQA-0157,A,A,正负5以内,0,10
20260513-batch-real-001,Q-CQA-0157,B,B,正负10以上,0,20
20260513-batch-real-001,Q-CQA-0157,C,C,正负10以内,1,30
20260513-batch-real-001,Q-CQA-0158,A,A,外壳，控制电路，电机，减速齿轮组，电位器,1,10
20260513-batch-real-001,Q-CQA-0158,B,B,外壳，控制电路，减速齿轮组，电位器,0,20
20260513-batch-real-001,Q-CQA-0158,C,C,控制电路，电机，减速齿轮组，电位器,0,30
