batch_no,source_file,source_locator,category_code,question_code,question_type,stem,correct_answer,analysis,score,sort_no,source_ref,parse_status,review_reason,options_payload_json,answer_payload_json,raw_payload_json
20260513-batch-real-001,raw-bank/飞行原理与飞行性能.docx,第221题,flight_principles_and_performance,Q-FLIGHT-0221,single_choice,当后缘襟翼放下时，下述哪项说法正确是[1分],C,"要明确后缘襟翼放下时的气动效果，需结合其对升力和阻力的综合影响分析：
后缘襟翼放下的气动变化
后缘襟翼是机翼后缘的可动部件，放下时会改变机翼的气动外形：
对升力的影响：
襟翼放下后，机翼的弯度增大（部分类型如后退式还会增加机翼面积），使机翼上表面气流流速加快、下表面气流压力相对升高，上下表面的压力差增大，从而显著提高升力系数，增大升力。
对阻力的影响：
襟翼放下会破坏机翼表面气流的平顺性，导致气流在襟翼附近产生分离，形成涡流区，同时机翼的迎风面积（或有效阻力面积）增加，因此阻力会明显增大（包括压差阻力和诱导阻力）。
如上述分析，襟翼放下会同时实现升力和阻力的增大，只是在不同飞行阶段（如起飞、着陆），升力增大的需求更为突出，而阻力增大可辅助减速。",1,221,raw-bank/飞行原理与飞行性能.docx#第221题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""只增大升力""}, {""optionCode"": ""B"", ""optionContent"": ""只增大阻力""}, {""optionCode"": ""C"", ""optionContent"": ""既增大升力又增大阻力""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""221.当后缘襟翼放下时，下述哪项说法正确是[1分]"", ""A.只增大升力"", ""B.只增大阻力"", ""C.既增大升力又增大阻力"", ""参考答案：C"", ""解析："", ""要明确后缘襟翼放下时的气动效果，需结合其对升力和阻力的综合影响分析："", ""后缘襟翼放下的气动变化"", ""后缘襟翼是机翼后缘的可动部件，放下时会改变机翼的气动外形："", ""对升力的影响："", ""襟翼放下后，机翼的弯度增大（部分类型如后退式还会增加机翼面积），使机翼上表面气流流速加快、下表面气流压力相对升高，上下表面的压力差增大，从而显著提高升力系数，增大升力。"", ""对阻力的影响："", ""襟翼放下会破坏机翼表面气流的平顺性，导致气流在襟翼附近产生分离，形成涡流区，同时机翼的迎风面积（或有效阻力面积）增加，因此阻力会明显增大（包括压差阻力和诱导阻力）。"", ""如上述分析，襟翼放下会同时实现升力和阻力的增大，只是在不同飞行阶段（如起飞、着陆），升力增大的需求更为突出，而阻力增大可辅助减速。""], ""sourceFile"": ""飞行原理与飞行性能.docx""}"
20260513-batch-real-001,raw-bank/飞行原理与飞行性能.docx,第222题,flight_principles_and_performance,Q-FLIGHT-0222,single_choice,飞机起飞时后缘襟翼放下的角度小于着陆时放下的角度，是因为[1分],C,"要理解飞机起飞时后缘襟翼放下角度小于着陆时的原因，需结合襟翼角度对升力和阻力的影响规律分析：
后缘襟翼角度与气动特性的关系
后缘襟翼放下时，升力系数和阻力系数会随放下角度的增大而同时增加，但两者的增长速率不同：
当襟翼放下角度较小时（如起飞阶段），升力系数的增加幅度远大于阻力系数的增加幅度，此时升力的提升是主要效果，能帮助飞机在较短距离内获得足够升力离地。
当襟翼放下角度较大时（如着陆阶段），阻力系数的增加幅度会显著加快，甚至超过升力系数的增长，此时阻力的增大可辅助飞机减速，缩短滑跑距离。
起飞时需优先保证升力快速提升以实现离地，此时较小的襟翼角度能使升力系数的增加效果超过阻力系数，既满足升力需求，又避免阻力过大影响加速。",1,222,raw-bank/飞行原理与飞行性能.docx#第222题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""后缘襟翼放下角度比较小时，机翼的升力系数增加，阻力系数不增加""}, {""optionCode"": ""B"", ""optionContent"": ""后缘襟翼放下角度比较大时，机翼的阻力系数增加，升力系数不增加""}, {""optionCode"": ""C"", ""optionContent"": ""后缘襟翼放下角度比较小时，机翼的升力系数增加的效果大于阻力系数增加的效果""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""222.飞机起飞时后缘襟翼放下的角度小于着陆时放下的角度，是因为[1分]"", ""A.后缘襟翼放下角度比较小时，机翼的升力系数增加，阻力系数不增加"", ""B.后缘襟翼放下角度比较大时，机翼的阻力系数增加，升力系数不增加"", ""C.后缘襟翼放下角度比较小时，机翼的升力系数增加的效果大于阻力系数增加的效果"", ""参考答案：C"", ""解析："", ""要理解飞机起飞时后缘襟翼放下角度小于着陆时的原因，需结合襟翼角度对升力和阻力的影响规律分析："", ""后缘襟翼角度与气动特性的关系"", ""后缘襟翼放下时，升力系数和阻力系数会随放下角度的增大而同时增加，但两者的增长速率不同："", ""当襟翼放下角度较小时（如起飞阶段），升力系数的增加幅度远大于阻力系数的增加幅度，此时升力的提升是主要效果，能帮助飞机在较短距离内获得足够升力离地。"", ""当襟翼放下角度较大时（如着陆阶段），阻力系数的增加幅度会显著加快，甚至超过升力系数的增长，此时阻力的增大可辅助飞机减速，缩短滑跑距离。"", ""起飞时需优先保证升力快速提升以实现离地，此时较小的襟翼角度能使升力系数的增加效果超过阻力系数，既满足升力需求，又避免阻力过大影响加速。""], ""sourceFile"": ""飞行原理与飞行性能.docx""}"
20260513-batch-real-001,raw-bank/飞行原理与飞行性能.docx,第223题,flight_principles_and_performance,Q-FLIGHT-0223,single_choice,根据机翼升力和阻力计算公式可以得出，通过增大机翼面积来增大升力的同时[1分],C,"机翼面积对升力和阻力的影响
从公式可见，升力和阻力均与机翼面积 S 成正比关系（在其他参数不变的情况下）。
当增大机翼面积时，升力会随之增大；
同时，阻力也会因面积增大而增大（机翼与空气接触的面积增加，摩擦阻力和压差阻力均会上升）。
升力和阻力均随机翼面积增大而增大，符合公式推导和物理规律。",1,223,raw-bank/飞行原理与飞行性能.docx#第223题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""阻力不变""}, {""optionCode"": ""B"", ""optionContent"": ""阻力减小""}, {""optionCode"": ""C"", ""optionContent"": ""阻力也随着增大""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""223.根据机翼升力和阻力计算公式可以得出，通过增大机翼面积来增大升力的同时[1分]"", ""A.阻力不变"", ""B.阻力减小"", ""C.阻力也随着增大"", ""参考答案：C"", ""解析："", ""机翼面积对升力和阻力的影响"", ""从公式可见，升力和阻力均与机翼面积 S 成正比关系（在其他参数不变的情况下）。"", ""当增大机翼面积时，升力会随之增大；"", ""同时，阻力也会因面积增大而增大（机翼与空气接触的面积增加，摩擦阻力和压差阻力均会上升）。"", ""升力和阻力均随机翼面积增大而增大，符合公式推导和物理规律。""], ""sourceFile"": ""飞行原理与飞行性能.docx""}"
20260513-batch-real-001,raw-bank/飞行原理与飞行性能.docx,第224题,flight_principles_and_performance,Q-FLIGHT-0224,single_choice,利用增大机翼弯度来提高机翼的升力系数，会导致[1分],A,"要明确增大机翼弯度对升力系数及临界迎角的影响，需结合机翼气流特性分析：
机翼弯度与气流变化的关系
机翼的弯度是指机翼上下表面的弯曲程度。当增大机翼弯度时：
机翼上表面的曲率增加，气流流经上表面时流速会更快，导致上表面最低压力点的位置向前移动（更靠近机翼前缘）。
由于气流在更早的位置就已达到较高速度，当迎角增大时，气流更容易在机翼后缘发生分离（因为压力梯度变化更剧烈），使得机翼失速的临界迎角减小（即达到失速的迎角更小）。
（机翼上表面最低压力点前移，减小临界迎角）：正确。
增大弯度会使最低压力点前移，同时因气流更易分离，临界迎角减小，与上述分析一致。",1,224,raw-bank/飞行原理与飞行性能.docx#第224题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""机翼上表面最低压力点前移，减小临界迎角""}, {""optionCode"": ""B"", ""optionContent"": ""机翼上表面最低压力点后移，减小临界迎角""}, {""optionCode"": ""C"", ""optionContent"": ""机翼上表面最低压力点前移，加大临界迎角""}]","{""correctAnswer"": ""A""}","{""sourceLines"": [""224.利用增大机翼弯度来提高机翼的升力系数，会导致[1分]"", ""A.机翼上表面最低压力点前移，减小临界迎角"", ""B.机翼上表面最低压力点后移，减小临界迎角"", ""C.机翼上表面最低压力点前移，加大临界迎角"", ""参考答案：A"", ""解析："", ""要明确增大机翼弯度对升力系数及临界迎角的影响，需结合机翼气流特性分析："", ""机翼弯度与气流变化的关系"", ""机翼的弯度是指机翼上下表面的弯曲程度。当增大机翼弯度时："", ""机翼上表面的曲率增加，气流流经上表面时流速会更快，导致上表面最低压力点的位置向前移动（更靠近机翼前缘）。"", ""由于气流在更早的位置就已达到较高速度，当迎角增大时，气流更容易在机翼后缘发生分离（因为压力梯度变化更剧烈），使得机翼失速的临界迎角减小（即达到失速的迎角更小）。"", ""（机翼上表面最低压力点前移，减小临界迎角）：正确。"", ""增大弯度会使最低压力点前移，同时因气流更易分离，临界迎角减小，与上述分析一致。""], ""sourceFile"": ""飞行原理与飞行性能.docx""}"
20260513-batch-real-001,raw-bank/飞行原理与飞行性能.docx,第225题,flight_principles_and_performance,Q-FLIGHT-0225,single_choice,使用机翼后缘襟翼提高升力系数的同时，临界迎角减小的主要原因是[1分],A,"要理解放下后缘襟翼时临界迎角减小的原因，需结合襟翼对机翼气动特性的影响分析：
后缘襟翼与机翼弯度的关系
后缘襟翼放下时，会直接改变机翼的气动外形，其中最核心的变化是增大机翼的弯度（部分类型如富勒襟翼还会增加面积，但弯度变化是共性影响）。
机翼弯度增大后，上表面气流流速加快，压力分布更陡峭，上表面最低压力点前移。
此时，气流在机翼表面所受的逆压梯度（从低压区到高压区的压力变化）更剧烈，当迎角增大时，气流更容易在机翼后缘发生分离（即失速更早出现），导致临界迎角减小（失速对应的最大迎角变小）。
（放下后缘襟翼时，增大了机翼的弯度）：正确。弯度增大是导致临界迎角减小的根本原因，符合上述气流分离规律。",1,225,raw-bank/飞行原理与飞行性能.docx#第225题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""放下后缘襟翼时，增大了机翼的弯度""}, {""optionCode"": ""B"", ""optionContent"": ""放下后缘襟翼时，增大了机翼的面积""}, {""optionCode"": ""C"", ""optionContent"": ""放下后缘襟翼时，在上下翼面之前形成了缝隙""}]","{""correctAnswer"": ""A""}","{""sourceLines"": [""225.使用机翼后缘襟翼提高升力系数的同时，临界迎角减小的主要原因是[1分]"", ""A.放下后缘襟翼时，增大了机翼的弯度"", ""B.放下后缘襟翼时，增大了机翼的面积"", ""C.放下后缘襟翼时，在上下翼面之前形成了缝隙"", ""参考答案：A"", ""解析："", ""要理解放下后缘襟翼时临界迎角减小的原因，需结合襟翼对机翼气动特性的影响分析："", ""后缘襟翼与机翼弯度的关系"", ""后缘襟翼放下时，会直接改变机翼的气动外形，其中最核心的变化是增大机翼的弯度（部分类型如富勒襟翼还会增加面积，但弯度变化是共性影响）。"", ""机翼弯度增大后，上表面气流流速加快，压力分布更陡峭，上表面最低压力点前移。"", ""此时，气流在机翼表面所受的逆压梯度（从低压区到高压区的压力变化）更剧烈，当迎角增大时，气流更容易在机翼后缘发生分离（即失速更早出现），导致临界迎角减小（失速对应的最大迎角变小）。"", ""（放下后缘襟翼时，增大了机翼的弯度）：正确。弯度增大是导致临界迎角减小的根本原因，符合上述气流分离规律。""], ""sourceFile"": ""飞行原理与飞行性能.docx""}"
20260513-batch-real-001,raw-bank/飞行原理与飞行性能.docx,第226题,flight_principles_and_performance,Q-FLIGHT-0226,single_choice,增大机翼弯度可以增大机翼升力的原理是[1分],B,"要理解增大机翼弯度能提升升力的原理，需结合流体力学中的伯努利原理（流速与压力的关系）分析：
机翼弯度与气流流速的关系
机翼的升力主要源于上下表面的压力差：上表面气流流速快、压力低，下表面气流流速慢、压力高，压力差形成向上的升力。
当机翼弯度增大时，上表面的弯曲程度增加，气流流经上表面时需要绕更 “陡” 的曲面流动，导致机翼前缘至上表面的气流流速显著加快（尤其前缘附近）。根据伯努利原理，流速加快会使上表面压力进一步降低，上下表面的压力差增大，从而提升升力。
增大弯度的核心作用是加快机翼前缘上表面的气流流速，扩大上下表面压力差，从而增大升力。",1,226,raw-bank/飞行原理与飞行性能.docx#第226题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""是附面层保持层流状态""}, {""optionCode"": ""B"", ""optionContent"": ""加快机翼前缘上表面气流的流速""}, {""optionCode"": ""C"", ""optionContent"": ""加快机翼后缘气流的流速""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""226.增大机翼弯度可以增大机翼升力的原理是[1分]"", ""A.是附面层保持层流状态"", ""B.加快机翼前缘上表面气流的流速"", ""C.加快机翼后缘气流的流速"", ""参考答案：B"", ""解析："", ""要理解增大机翼弯度能提升升力的原理，需结合流体力学中的伯努利原理（流速与压力的关系）分析："", ""机翼弯度与气流流速的关系"", ""机翼的升力主要源于上下表面的压力差：上表面气流流速快、压力低，下表面气流流速慢、压力高，压力差形成向上的升力。"", ""当机翼弯度增大时，上表面的弯曲程度增加，气流流经上表面时需要绕更 “陡” 的曲面流动，导致机翼前缘至上表面的气流流速显著加快（尤其前缘附近）。根据伯努利原理，流速加快会使上表面压力进一步降低，上下表面的压力差增大，从而提升升力。"", ""增大弯度的核心作用是加快机翼前缘上表面的气流流速，扩大上下表面压力差，从而增大升力。""], ""sourceFile"": ""飞行原理与飞行性能.docx""}"
20260513-batch-real-001,raw-bank/飞行原理与飞行性能.docx,第227题,flight_principles_and_performance,Q-FLIGHT-0227,single_choice,使用扰流板操纵飞机向左盘旋时，下述哪项说法正确[1分],B,"要明确扰流板在飞机向左盘旋时的操作逻辑，需结合扰流板的功能和飞机盘旋的气动需求分析：
扰流板的作用
飞行扰流板（又称 “减速板” 或 “扰流片”）安装在机翼上表面，其主要功能是通过向上打开，破坏机翼上表面的气流平顺性，减小机翼升力并增加阻力。在横向操纵中，扰流板可配合副翼，通过不对称地改变两侧机翼的升力，辅助飞机滚转。
向左盘旋时的扰流板操作
飞机向左盘旋时，需要向左滚转（左机翼向下、右机翼向上），此时需减小左机翼的升力或增大右机翼的升力（或两者结合）。
左机翼的飞行扰流板向上打开：破坏左机翼上表面气流，减小左机翼升力，使左机翼下沉。
右机翼的飞行扰流板保持不动：右机翼升力不受影响，相对左机翼产生向上的力矩，辅助飞机向左滚转。
（左机翼打开，右机翼不动）：正确。左机翼升力减小、右机翼升力不变，形成向左的滚转力矩，符合向左盘旋的操纵需求。",1,227,raw-bank/飞行原理与飞行性能.docx#第227题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""左机翼飞行扰流板向上打开，右机翼飞行扰流板向上打开""}, {""optionCode"": ""B"", ""optionContent"": ""左机翼飞行扰流板向上打开，右机翼飞行扰流板不动""}, {""optionCode"": ""C"", ""optionContent"": ""左机翼飞行扰流板不动，右机翼飞行扰流板不动""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""227.使用扰流板操纵飞机向左盘旋时，下述哪项说法正确[1分]"", ""A.左机翼飞行扰流板向上打开，右机翼飞行扰流板向上打开"", ""B.左机翼飞行扰流板向上打开，右机翼飞行扰流板不动"", ""C.左机翼飞行扰流板不动，右机翼飞行扰流板不动"", ""参考答案：B"", ""解析："", ""要明确扰流板在飞机向左盘旋时的操作逻辑，需结合扰流板的功能和飞机盘旋的气动需求分析："", ""扰流板的作用"", ""飞行扰流板（又称 “减速板” 或 “扰流片”）安装在机翼上表面，其主要功能是通过向上打开，破坏机翼上表面的气流平顺性，减小机翼升力并增加阻力。在横向操纵中，扰流板可配合副翼，通过不对称地改变两侧机翼的升力，辅助飞机滚转。"", ""向左盘旋时的扰流板操作"", ""飞机向左盘旋时，需要向左滚转（左机翼向下、右机翼向上），此时需减小左机翼的升力或增大右机翼的升力（或两者结合）。"", ""左机翼的飞行扰流板向上打开：破坏左机翼上表面气流，减小左机翼升力，使左机翼下沉。"", ""右机翼的飞行扰流板保持不动：右机翼升力不受影响，相对左机翼产生向上的力矩，辅助飞机向左滚转。"", ""（左机翼打开，右机翼不动）：正确。左机翼升力减小、右机翼升力不变，形成向左的滚转力矩，符合向左盘旋的操纵需求。""], ""sourceFile"": ""飞行原理与飞行性能.docx""}"
20260513-batch-real-001,raw-bank/飞行原理与飞行性能.docx,第228题,flight_principles_and_performance,Q-FLIGHT-0228,single_choice,前缘缝翼的功用有[1分],C,"要理解前缘缝翼的功用，需结合其对机翼气流特性的影响分析：
前缘缝翼的工作原理
前缘缝翼是安装在机翼前缘的可动翼面，打开时会与机翼前缘形成一条缝隙。其核心作用是通过这条缝隙，将机翼下表面的高压气流引入上表面前缘的低压区：
引入的气流能 “补充” 上表面前缘的气流能量，延缓机翼上表面的气流分离（尤其在大迎角状态下）。
气流分离被延缓后，机翼能在更大的迎角下仍保持稳定升力，从而提高机翼的最大升力系数（即升力达到最大值时的系数），同时增大临界迎角（延缓失速）。
（增大最大升力系数）：正确。通过延缓气流分离，前缘缝翼能让机翼在更大迎角下产生更高的升力，从而增大最大升力系数，与上述原理一致。",1,228,raw-bank/飞行原理与飞行性能.docx#第228题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""增大机翼的安装角""}, {""optionCode"": ""B"", ""optionContent"": ""增大飞机的稳定性""}, {""optionCode"": ""C"", ""optionContent"": ""增大最大升力系数""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""228.前缘缝翼的功用有[1分]"", ""A.增大机翼的安装角"", ""B.增大飞机的稳定性"", ""C.增大最大升力系数"", ""参考答案：C"", ""解析："", ""要理解前缘缝翼的功用，需结合其对机翼气流特性的影响分析："", ""前缘缝翼的工作原理"", ""前缘缝翼是安装在机翼前缘的可动翼面，打开时会与机翼前缘形成一条缝隙。其核心作用是通过这条缝隙，将机翼下表面的高压气流引入上表面前缘的低压区："", ""引入的气流能 “补充” 上表面前缘的气流能量，延缓机翼上表面的气流分离（尤其在大迎角状态下）。"", ""气流分离被延缓后，机翼能在更大的迎角下仍保持稳定升力，从而提高机翼的最大升力系数（即升力达到最大值时的系数），同时增大临界迎角（延缓失速）。"", ""（增大最大升力系数）：正确。通过延缓气流分离，前缘缝翼能让机翼在更大迎角下产生更高的升力，从而增大最大升力系数，与上述原理一致。""], ""sourceFile"": ""飞行原理与飞行性能.docx""}"
20260513-batch-real-001,raw-bank/飞行原理与飞行性能.docx,第229题,flight_principles_and_performance,Q-FLIGHT-0229,single_choice,下列关于扰流板的叙述哪项说法错误[1分],C,"要判断关于扰流板的错误叙述，需结合其功能和局限性分析：
扰流板的主要功能
扰流板（尤其是飞行扰流板）的核心作用包括：
作为减速装置：对称打开时，能同时减小两侧机翼升力并增加阻力，帮助飞机在着陆滑跑或空中减速，缩短滑跑距离（对应选项 A，正确）。
辅助横向操纵：不对称打开时（如一侧打开、另一侧关闭），可通过减小单侧机翼升力形成滚转力矩，配合副翼增强横向操纵效果（对应选项 B，正确）。
扰流板的局限性
扰流板的操纵效率受限于其对升力的 “削弱” 作用，而副翼的操纵原理是通过改变机翼弯度直接产生升力差，在小迎角、低速等工况下，副翼的响应更灵敏、操纵效率更高。
扰流板无法完全替代副翼实现横向操纵：在某些飞行阶段（如低速巡航、小幅度滚转），仅靠扰流板难以提供足够的滚转力矩，且可能导致阻力过大、飞行姿态不稳定（对应选项 C，错误）。",1,229,raw-bank/飞行原理与飞行性能.docx#第229题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""扰流板可以作为减速板缩短飞机滑跑距离""}, {""optionCode"": ""B"", ""optionContent"": ""可辅助副翼实现飞机横向操纵""}, {""optionCode"": ""C"", ""optionContent"": ""可代替副翼实现飞机横向操纵""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""229.下列关于扰流板的叙述哪项说法错误[1分]"", ""A.扰流板可以作为减速板缩短飞机滑跑距离"", ""B.可辅助副翼实现飞机横向操纵"", ""C.可代替副翼实现飞机横向操纵"", ""参考答案：C"", ""解析："", ""要判断关于扰流板的错误叙述，需结合其功能和局限性分析："", ""扰流板的主要功能"", ""扰流板（尤其是飞行扰流板）的核心作用包括："", ""作为减速装置：对称打开时，能同时减小两侧机翼升力并增加阻力，帮助飞机在着陆滑跑或空中减速，缩短滑跑距离（对应选项 A，正确）。"", ""辅助横向操纵：不对称打开时（如一侧打开、另一侧关闭），可通过减小单侧机翼升力形成滚转力矩，配合副翼增强横向操纵效果（对应选项 B，正确）。"", ""扰流板的局限性"", ""扰流板的操纵效率受限于其对升力的 “削弱” 作用，而副翼的操纵原理是通过改变机翼弯度直接产生升力差，在小迎角、低速等工况下，副翼的响应更灵敏、操纵效率更高。"", ""扰流板无法完全替代副翼实现横向操纵：在某些飞行阶段（如低速巡航、小幅度滚转），仅靠扰流板难以提供足够的滚转力矩，且可能导致阻力过大、飞行姿态不稳定（对应选项 C，错误）。""], ""sourceFile"": ""飞行原理与飞行性能.docx""}"
20260513-batch-real-001,raw-bank/飞行原理与飞行性能.docx,第230题,flight_principles_and_performance,Q-FLIGHT-0230,single_choice,亚音速气流经过收缩管道后[1分],C,"要理解亚音速气流经过收缩管道后的变化，需结合流体力学中的连续性方程和伯努利原理分析：
基本原理
连续性方程：对于不可压缩流体（亚音速气流可近似为不可压缩），在管道中流动时，流量（流速 × 横截面积）守恒。即横截面积减小，流速必然增加。
伯努利原理：流体的流速与压强成反比（忽略能量损失时）。流速增加时，流体的动能增加，势能（压强）相应减小。
亚音速气流在收缩管道中的变化
当亚音速气流流经收缩管道时，管道横截面积逐渐减小：
根据连续性方程，气流流速会增加（以保持流量守恒）。
根据伯努利原理，流速增加导致压强下降。
亚音速气流经收缩管道后，速度增加、压强下降，符合上述原理。",1,230,raw-bank/飞行原理与飞行性能.docx#第230题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""速度增加，压强增大""}, {""optionCode"": ""B"", ""optionContent"": ""速度降低，压强下降""}, {""optionCode"": ""C"", ""optionContent"": ""速度增加，压强下降""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""230.亚音速气流经过收缩管道后[1分]"", ""A.速度增加，压强增大"", ""B.速度降低，压强下降"", ""C.速度增加，压强下降"", ""参考答案：C"", ""解析："", ""要理解亚音速气流经过收缩管道后的变化，需结合流体力学中的连续性方程和伯努利原理分析："", ""基本原理"", ""连续性方程：对于不可压缩流体（亚音速气流可近似为不可压缩），在管道中流动时，流量（流速 × 横截面积）守恒。即横截面积减小，流速必然增加。"", ""伯努利原理：流体的流速与压强成反比（忽略能量损失时）。流速增加时，流体的动能增加，势能（压强）相应减小。"", ""亚音速气流在收缩管道中的变化"", ""当亚音速气流流经收缩管道时，管道横截面积逐渐减小："", ""根据连续性方程，气流流速会增加（以保持流量守恒）。"", ""根据伯努利原理，流速增加导致压强下降。"", ""亚音速气流经收缩管道后，速度增加、压强下降，符合上述原理。""], ""sourceFile"": ""飞行原理与飞行性能.docx""}"
20260513-batch-real-001,raw-bank/飞行原理与飞行性能.docx,第231题,flight_principles_and_performance,Q-FLIGHT-0231,single_choice,超音速气流经过收缩管道后[1分],C,"要理解超音速气流经过收缩管道后的变化，需结合超音速流体的特性和气动原理分析：
超音速气流与管道截面的关系
对于超音速气流（流速大于音速），其流动规律与亚音速气流截然不同：
亚音速气流遵循 “截面收缩→流速加快”（连续性方程主导）；
超音速气流则遵循 “截面收缩→流速减慢”，这是因为超音速气流的可压缩性显著增强，密度变化对流动的影响超过速度变化。根据气体动力学原理，超音速气流在收缩管道中，会因空间压缩导致流速降低，同时动能转化为压力能，压强增大。
超音速气流经过收缩管道后，速度降低、压强增大，符合超音速流体的流动规律。",1,231,raw-bank/飞行原理与飞行性能.docx#第231题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""速度增加，压强增大""}, {""optionCode"": ""B"", ""optionContent"": ""速度增加，压强下降""}, {""optionCode"": ""C"", ""optionContent"": ""速度降低，压强增大""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""231.超音速气流经过收缩管道后[1分]"", ""A.速度增加，压强增大"", ""B.速度增加，压强下降"", ""C.速度降低，压强增大"", ""参考答案：C"", ""解析："", ""要理解超音速气流经过收缩管道后的变化，需结合超音速流体的特性和气动原理分析："", ""超音速气流与管道截面的关系"", ""对于超音速气流（流速大于音速），其流动规律与亚音速气流截然不同："", ""亚音速气流遵循 “截面收缩→流速加快”（连续性方程主导）；"", ""超音速气流则遵循 “截面收缩→流速减慢”，这是因为超音速气流的可压缩性显著增强，密度变化对流动的影响超过速度变化。根据气体动力学原理，超音速气流在收缩管道中，会因空间压缩导致流速降低，同时动能转化为压力能，压强增大。"", ""超音速气流经过收缩管道后，速度降低、压强增大，符合超音速流体的流动规律。""], ""sourceFile"": ""飞行原理与飞行性能.docx""}"
20260513-batch-real-001,raw-bank/飞行原理与飞行性能.docx,第232题,flight_principles_and_performance,Q-FLIGHT-0232,single_choice,飞机飞行中，空气表现出来可压缩程度[1分],C,"要判断空气在飞机飞行中表现出的可压缩程度的影响因素，需结合空气可压缩性的本质及相关物理量分析：
空气可压缩性的本质
空气的可压缩性是指气体在压力变化时体积或密度发生改变的特性。在航空领域，空气是否 “可压缩” 并非绝对概念，而是相对其流动速度与音速的关系而言。当气流速度远小于音速时，空气密度变化极小，可近似为不可压缩流体；当气流速度接近或超过音速时，密度变化显著，必须考虑可压缩性。
关键物理量：马赫数（Ma）
判断空气可压缩程度的核心指标是马赫数，其定义为：
马赫数（Ma）= 气流速度（空速）÷ 当地音速
马赫数越小（如 Ma<0.3），空气可压缩性可忽略；
马赫数越大（如 Ma>0.3），空气可压缩性越显著。
由此可见，马赫数同时取决于气流速度（飞机空速） 和当地音速（受 altitude、温度等因素影响），因此空气的可压缩程度由这两个因素共同决定。
（与空速和当地音速有关）：正确。马赫数由两者共同决定，而马赫数是衡量空气可压缩程度的核心指标。",1,232,raw-bank/飞行原理与飞行性能.docx#第232题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""只取决于飞机的飞行速度（空速）""}, {""optionCode"": ""B"", ""optionContent"": ""只取决于飞机飞行当地音速""}, {""optionCode"": ""C"", ""optionContent"": ""和飞机飞行速度（空速）以及当地的音速有关""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""232.飞机飞行中，空气表现出来可压缩程度[1分]"", ""A.只取决于飞机的飞行速度（空速）"", ""B.只取决于飞机飞行当地音速"", ""C.和飞机飞行速度（空速）以及当地的音速有关"", ""参考答案：C"", ""解析："", ""要判断空气在飞机飞行中表现出的可压缩程度的影响因素，需结合空气可压缩性的本质及相关物理量分析："", ""空气可压缩性的本质"", ""空气的可压缩性是指气体在压力变化时体积或密度发生改变的特性。在航空领域，空气是否 “可压缩” 并非绝对概念，而是相对其流动速度与音速的关系而言。当气流速度远小于音速时，空气密度变化极小，可近似为不可压缩流体；当气流速度接近或超过音速时，密度变化显著，必须考虑可压缩性。"", ""关键物理量：马赫数（Ma）"", ""判断空气可压缩程度的核心指标是马赫数，其定义为："", ""马赫数（Ma）= 气流速度（空速）÷ 当地音速"", ""马赫数越小（如 Ma<0.3），空气可压缩性可忽略；"", ""马赫数越大（如 Ma>0.3），空气可压缩性越显著。"", ""由此可见，马赫数同时取决于气流速度（飞机空速） 和当地音速（受 altitude、温度等因素影响），因此空气的可压缩程度由这两个因素共同决定。"", ""（与空速和当地音速有关）：正确。马赫数由两者共同决定，而马赫数是衡量空气可压缩程度的核心指标。""], ""sourceFile"": ""飞行原理与飞行性能.docx""}"
